linha_origem,matricula_raw,nome_raw,cpf_raw,orgao_raw,erros
24985,GO0025984,Eduardo Castro,690.303.904-63,SES,cpf_duplicado:primeira_ocorrencia_linha_12046
24986,GO0025985,Rodrigo Santos,040.963.470-83,SES,cpf_duplicado:primeira_ocorrencia_linha_23615
24990,GO0025989,Beatriz Martins,,ses,{'cpf': 'cpf_nulo'}
25005,GO0026004,Henrique Campos,280.257.336-53,SES,cpf_duplicado:primeira_ocorrencia_linha_1648
25008,GO0026007,Diego Araújo,,Ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:diego.araújo@ses.go.gov.br'}"
25015,GO0026014,Rafael Teixeira,,Ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:rafael.teixeira@@ses.go.gov.br'}"
25020,GO0026019,Lucas Rodrigues,518.427.388-39,SES,cpf_duplicado:primeira_ocorrencia_linha_17282
25026,GO0024943,Marcos Castro,869.896.405-81,SES,matricula_duplicada:primeira_ocorrencia_linha_23944
25033,GO0026032,Gustavo Almeida,992.756.082-88,SES,cpf_duplicado:primeira_ocorrencia_linha_23509
25044,GO0026043,Maria Martins,115.516.653-70,SES,cpf_duplicado:primeira_ocorrencia_linha_658
25048,GO0026047,Daniela Melo,, SES,{'cpf': 'cpf_nulo'}
25049,GO0001756,Vanessa Nunes,551.203.723-67,SES,matricula_duplicada:primeira_ocorrencia_linha_757
25069,GO0010510,Beatriz Castro,146.291.762-01,SES,matricula_duplicada:primeira_ocorrencia_linha_9511
25097,GO0026096,Aline Lima,158.032.421-46,SES,cpf_duplicado:primeira_ocorrencia_linha_6659
25110,GO0026109,Vinicius Castro,019.109.185-23,SES,cpf_duplicado:primeira_ocorrencia_linha_1206
25111,GO0022584,Pedro Ferreira,080.267.098-15,SES,cpf_duplicado:primeira_ocorrencia_linha_17881
25121,GO0026120,Carlos Melo,,Ses,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'email': 'email_invalido:carlos.melo@@ses.go.gov.br'}"
25136,GO0004069,Aline Ribeiro,730.558.813-96,SES,matricula_duplicada:primeira_ocorrencia_linha_3070
25149,GO0026148,Vanessa Nunes,916.326.290-88,SES,cpf_duplicado:primeira_ocorrencia_linha_13688
25150,GO0022517,Camila Martins,998.220.466-86,SES,cpf_duplicado:primeira_ocorrencia_linha_16970
25156,GO0026155,Carlos Rodrigues,135.842.759-10,SES,cpf_duplicado:primeira_ocorrencia_linha_5911
25161,GO0026160,Ricardo Moura,,SES,{'cpf': 'cpf_nulo'}
25174,GO0026173,Tatiane Pereira,, SES,{'cpf': 'cpf_nulo'}
25176,GO0026175,Thiago Moura,256.318.740-01,SES,cpf_duplicado:primeira_ocorrencia_linha_12743
25182,GO0026181,Vinicius Oliveira,302.045.217-43,SES,cpf_duplicado:primeira_ocorrencia_linha_2271
25189,GO0019908,Beatriz Melo,451.686.455-06,SES,matricula_duplicada:primeira_ocorrencia_linha_18909
25208,GO0008662,Ana Oliveira,272.381.967-20,SES,cpf_duplicado:primeira_ocorrencia_linha_13328
25226,GO0026225,Eduardo Ribeiro,571.397.228-55,SES,cpf_duplicado:primeira_ocorrencia_linha_10419
25254,GO0026253,Pedro Nascimento,937.820.278-89,SES,cpf_duplicado:primeira_ocorrencia_linha_11373
25262,GO0026261,Simone Cavalcanti,917.658.218-53,SES,cpf_duplicado:primeira_ocorrencia_linha_3284
25275,GO0026274,Simone Moura,,Ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:simone.moura'}"
25277,GO0006881,Camila Nascimento,575.185.032-46,SES,matricula_duplicada:primeira_ocorrencia_linha_5882
25281,GO0001248,Tatiane Araújo,661.887.440-04,SES,matricula_duplicada:primeira_ocorrencia_linha_249
25283,GO0020031,Renata Costa,296.033.427-85,SES,cpf_duplicado:primeira_ocorrencia_linha_23845
25285,GO0026284,Fernanda Moreira,582.510.456-56,SES,cpf_duplicado:primeira_ocorrencia_linha_10783
25290,GO0003576,Aline Rodrigues,162.973.300-69,SES,matricula_duplicada:primeira_ocorrencia_linha_2577
25302,GO0026301,Larissa Rocha,654.782.515-45,SES,cpf_duplicado:primeira_ocorrencia_linha_18199
25310,GO0026309,Vinicius Campos,139.907.746-11,SES,cpf_duplicado:primeira_ocorrencia_linha_2247
25317,GO0026316,Marcos  Nunes,,ses,{'cpf': 'cpf_nulo'}
25328,GO0004888,Pedro Ferreira,165.856.155-54,SES,matricula_duplicada:primeira_ocorrencia_linha_3889
25334,GO0026333,Larissa Silva,195.128.233-51,SES,cpf_duplicado:primeira_ocorrencia_linha_1929
25336,GO0026335,Rafael Dias,,Ses,{'cpf': 'cpf_nulo'}
25357,GO0006610,Mônica Araújo,698.571.021-44,SES,matricula_duplicada:primeira_ocorrencia_linha_5611
25371,GO0026370,Tatiane Melo,,Ses,{'cpf': 'cpf_nulo'}
25372,GO0026371,Rafael Campos,143.670.206-69,SES,cpf_duplicado:primeira_ocorrencia_linha_24822
25388,GO0026387,Lucas Gomes,,SES ,{'cpf': 'cpf_nulo'}
25400,GO0026399,Aline Melo,,ses,{'cpf': 'cpf_nulo'}
25406,GO0026405,Thiago Almeida,133.006.357-67,SES,cpf_duplicado:primeira_ocorrencia_linha_23886
25426,GO0026425,Patrícia Souza,495.167.082-74,SES,cpf_duplicado:primeira_ocorrencia_linha_16789
25434,GO0010688,Lucas Melo,411.152.918-73,SES,matricula_duplicada:primeira_ocorrencia_linha_9689
25436,GO0026435,Carlos Cavalcanti,,Ses,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo', 'email': 'email_invalido:carlos.cavalcanti'}"
25450,GO0026449,Juliana Pereira,736.740.124-16,SES,cpf_duplicado:primeira_ocorrencia_linha_19867
25452,GO0026451,Vinicius Moura,336.857.169-87,SES,cpf_duplicado:primeira_ocorrencia_linha_6506
25470,GO0026469,Cristina Teixeira,264.646.372-41,SES,cpf_duplicado:primeira_ocorrencia_linha_13366
25481,GO0002352,Gustavo Rocha,402.161.185-58,SES,matricula_duplicada:primeira_ocorrencia_linha_1353
25512,GO0026511,Henrique Pereira,274.444.917-26,SES,cpf_duplicado:primeira_ocorrencia_linha_5506
25523,GO0026522,Priscila Gomes,361.420.459-97,SES,cpf_duplicado:primeira_ocorrencia_linha_7507
25524,GO0026523,Gustavo Gomes,,ses,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'email': 'email_invalido:gustavo.gomes@@ses.go.gov.br'}"
25540,GO0019292,Camila Cardoso,066.726.315-49,SES,matricula_duplicada:primeira_ocorrencia_linha_18293
25560,GO0026559,Carlos Oliveira,778.873.824-13,SES,cpf_duplicado:primeira_ocorrencia_linha_4960
25561,GO0026560,Carlos Moreira,350.372.535-03,SES,cpf_duplicado:primeira_ocorrencia_linha_8159
25563,GO0023849,Aline Santos,933.207.549-28,SES,matricula_duplicada:primeira_ocorrencia_linha_22850
25565,GO0014466,Vanessa Moreira,880.271.092-06,SES,matricula_duplicada:primeira_ocorrencia_linha_13467
25576,GO0026575,Thiago Pereira,110.276.211-47,SES,cpf_duplicado:primeira_ocorrencia_linha_4694
25584,GO0001645,Thiago Monteiro,396.393.719-49,SES,matricula_duplicada:primeira_ocorrencia_linha_646
25590,GO0026589,Patrícia Moura,240.621.373-28,SES,cpf_duplicado:primeira_ocorrencia_linha_1624
25595,GO0026594,Lucas Cardoso,789.198.688-34,SES,cpf_duplicado:primeira_ocorrencia_linha_19407
25600,GO0026599,Bruno Dias,896.801.695-30,SES,cpf_duplicado:primeira_ocorrencia_linha_2364
25607,GO0023590,Camila Barbosa,484.794.550-07,SES,matricula_duplicada:primeira_ocorrencia_linha_22591
25608,GO0026607,Eduardo Melo,323.275.800-51,SES,cpf_duplicado:primeira_ocorrencia_linha_20742
25619,GO0014121,Camila Ribeiro,601.771.607-01,SES,matricula_duplicada:primeira_ocorrencia_linha_13122
25626,GO0026625,Felipe Campos,,Ses,{'cpf': 'cpf_nulo'}
25643,GO0026642,Felipe Melo,947.168.101-27,SES,cpf_duplicado:primeira_ocorrencia_linha_15249
25662,GO0026661,Priscila Pereira,, SES,{'cpf': 'cpf_nulo'}
25668,GO0026667,Aline Nunes,373.337.016-67,SES,cpf_duplicado:primeira_ocorrencia_linha_12615
25683,GO0026682,Pedro Nascimento,837.299.335-56,SES,cpf_duplicado:primeira_ocorrencia_linha_14895
25688,GO0014764,Mônica Costa,444.508.547-49,SES,matricula_duplicada:primeira_ocorrencia_linha_13765
25691,GO0008711,Sandra Teixeira,887.792.549-73,SES,matricula_duplicada:primeira_ocorrencia_linha_7712
25713,GO0005147,Maria Ferreira,955.266.685-27,SES,matricula_duplicada:primeira_ocorrencia_linha_4148
25717,GO0022741,Maria Teixeira,607.579.516-73,SES,matricula_duplicada:primeira_ocorrencia_linha_21742
25727,GO0005773,Rafael Cavalcanti,315.194.643-56,SES,matricula_duplicada:primeira_ocorrencia_linha_4774
25735,GO0026734,  Gustavo Pereira  ,,SES,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
25737,GO0026736,Sandra Dias,, SES,{'cpf': 'cpf_nulo'}
25739,GO0026738,Patrícia Ferreira,830.846.049-55,SES,cpf_duplicado:primeira_ocorrencia_linha_17202
25750,GO0004632,Gustavo Gomes,098.823.503-02,SES,matricula_duplicada:primeira_ocorrencia_linha_3633
25761,GO0026760,Bruno Souza,450.688.955-56,SES,cpf_duplicado:primeira_ocorrencia_linha_25099
25763,GO0026762,Juliana Ribeiro,062.944.781-87,SES,cpf_duplicado:primeira_ocorrencia_linha_7085
25773,GO0026772,Renata Almeida,102.612.050-15,SES,cpf_duplicado:primeira_ocorrencia_linha_8126
25775,GO0026774,Patrícia Almeida,004.737.597-59,SES,cpf_duplicado:primeira_ocorrencia_linha_17086
25783,GO0026782,Beatriz Moura,,SES,{'cpf': 'cpf_nulo'}
25802,GO0007300,Vanessa Silva,338.724.535-73,SES,matricula_duplicada:primeira_ocorrencia_linha_6301
25806,GO0026805,Sandra Ferreira,447.032.893-86,SES,cpf_duplicado:primeira_ocorrencia_linha_6912
25817,GO0023714,Sandra Castro,130.045.059-33,SES,matricula_duplicada:primeira_ocorrencia_linha_22715
25828,GO0026827,Juliana Santos,,SES ,{'cpf': 'cpf_nulo'}
25834,GO0026833,Carlos Martins,,Ses,{'cpf': 'cpf_nulo'}
25838,GO0026837,Alexandre Gomes,261.883.784-13,SES,cpf_duplicado:primeira_ocorrencia_linha_10263
25850,GO0026849,Juliana Dias,, SES,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
25861,GO0026860,Diego Martins,119.696.360-44,SES,cpf_duplicado:primeira_ocorrencia_linha_19596
25869,GO0026683,Henrique Gomes,620.471.880-56,SES,matricula_duplicada:primeira_ocorrencia_linha_25684
25871,GO0026870,Marcos Oliveira,645.118.740-09,SES,cpf_duplicado:primeira_ocorrencia_linha_1335
25872,GO0026871,Pedro Ribeiro,212.370.230-46,SES,cpf_duplicado:primeira_ocorrencia_linha_20711
25878,GO0026601,Pedro Barbosa,072.714.011-45,SES,matricula_duplicada:primeira_ocorrencia_linha_25602
25881,GO0026880,Gustavo Moura,165.443.830-20,SES,cpf_duplicado:primeira_ocorrencia_linha_22704
25882,GO0011602,João Silva,507.602.158-70,SES,matricula_duplicada:primeira_ocorrencia_linha_10603
25885,GO0026884,Ricardo Carvalho,,SES ,{'cpf': 'cpf_nulo'}
25888,GO0026887,ana campos,,SES ,{'cpf': 'cpf_nulo'}
25901,GO0026900,Priscila Costa,493.868.411-14,SES,cpf_duplicado:primeira_ocorrencia_linha_22811
25902,GO0026901,Aline Nascimento,,ses,{'cpf': 'cpf_nulo'}
25918,GO0026917,Leandro Carvalho,356.844.385-00,SES,cpf_duplicado:primeira_ocorrencia_linha_13378
25927,GO0026926,Juliana Silva,,SES,{'cpf': 'cpf_nulo'}
25929,GO0001468,Pedro Teixeira,,SES,{'cpf': 'cpf_nulo'}
25939,GO0005739,Vanessa Nunes,343.135.674-41,SES,matricula_duplicada:primeira_ocorrencia_linha_4740
25970,GO0026969,Larissa Silva,405.778.545-86,SES,cpf_duplicado:primeira_ocorrencia_linha_881
25978,GO0026977,Gustavo Moura,,SES,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:gustavo.moura'}"
25979,GO0026978,RAFAEL SOUZA,,Ses,{'cpf': 'cpf_nulo'}
25980,GO0026979,Leandro Almeida,751.478.323-84,SES,cpf_duplicado:primeira_ocorrencia_linha_24866
25995,GO0026994,Camila Almeida,883.272.793-78,SES,cpf_duplicado:primeira_ocorrencia_linha_1928
26006,GO0027005,Vanessa Nunes,,Ses,{'cpf': 'cpf_nulo'}
26011,GO0027010,Henrique Cardoso,444.032.048-17,SES,cpf_duplicado:primeira_ocorrencia_linha_1316
26029,GO0027028,Diego Almeida,717.820.164-35,SES,cpf_duplicado:primeira_ocorrencia_linha_7763
26034,GO0020850,Daniela Rodrigues,577.583.015-99,SES,matricula_duplicada:primeira_ocorrencia_linha_19851
26043,GO0027042,aline castro,,SES ,{'cpf': 'cpf_nulo'}
26051,GO0027050,Patrícia Cardoso,744.810.203-75,SES,cpf_duplicado:primeira_ocorrencia_linha_4926
26052,GO0027051,Renata Melo,690.050.282-66,SES,cpf_duplicado:primeira_ocorrencia_linha_22996
26069,GO0027068,Priscila Martins,,ses,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
26094,GO0027093,Diego Ferreira,,Ses,{'cpf': 'cpf_nulo'}
26104,GO0015909,Henrique Borges,270.421.346-38,SES,matricula_duplicada:primeira_ocorrencia_linha_14910
26105,GO0027104,Lucas Cavalcanti,610.135.143-91,SES,cpf_duplicado:primeira_ocorrencia_linha_2810
26108,GO0017628,Marcos Oliveira,418.470.118-02,SES,matricula_duplicada:primeira_ocorrencia_linha_16629
26131,GO0003183,Tatiane Moreira,505.144.750-90,SES,matricula_duplicada:primeira_ocorrencia_linha_2184
26135,GO0027134,Ricardo Cavalcanti,728.998.706-22,SES,cpf_duplicado:primeira_ocorrencia_linha_2896
26138,GO0027137,Cristina  Ferreira,,SES,{'cpf': 'cpf_nulo'}
26150,GO0005377,Beatriz Nascimento,656.454.124-55,SES,matricula_duplicada:primeira_ocorrencia_linha_4378
26157,GO0027156,RAFAEL MOREIRA,,SES ,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'email': 'email_invalido:@ses.go.gov.br'}"
26182,GO0005078,Sandra Dias,966.406.875-84,SES,matricula_duplicada:primeira_ocorrencia_linha_4079
26189,GO0027188,Carlos Araújo,647.948.015-87,SES,cpf_duplicado:primeira_ocorrencia_linha_24613
26200,GO0027199,Cristina Campos,080.892.046-94,SES,cpf_duplicado:primeira_ocorrencia_linha_20841
26206,GO0027205,Camila Rodrigues,, SES,{'cpf': 'cpf_nulo'}
26207,GO0027206,Rafael Rodrigues,557.959.709-82,SES,cpf_duplicado:primeira_ocorrencia_linha_1390
26209,GO0027208,Rodrigo Teixeira,154.102.612-40,SES,cpf_duplicado:primeira_ocorrencia_linha_281
26213,GO0027212,Leandro Pereira,,Ses,{'cpf': 'cpf_nulo'}
26218,GO0027217,Priscila Borges,220.687.326-77,SES,cpf_duplicado:primeira_ocorrencia_linha_15522
26223,GO0027222,Ricardo Cardoso,,SES,{'cpf': 'cpf_nulo'}
26230,GO0027229,Juliana Dias,,SES ,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo', 'email': 'email_nulo'}"
26231,GO0027230,Vinicius Araújo,263.860.842-29,SES,cpf_duplicado:primeira_ocorrencia_linha_15125
26237,GO0027236,Eduardo Almeida,,SES,{'cpf': 'cpf_nulo'}
26266,GO0027265,Patrícia Souza,,Ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.souza@ses.go.gov.br'}"
26310,GO0027309,Rodrigo Nascimento,545.419.727-58,SES,cpf_duplicado:primeira_ocorrencia_linha_24422
26314,GO0027313,Cristina Santos,330.949.327-67,SES,cpf_duplicado:primeira_ocorrencia_linha_6494
26316,GO0014193,Patrícia Cavalcanti,913.570.548-27,SES,matricula_duplicada:primeira_ocorrencia_linha_13194
26327,GO0027326,João Moura,,SES,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.moura@ses.go.gov.br'}"
26349,GO0027348,Ricardo Ribeiro,841.968.592-96,SES,cpf_duplicado:primeira_ocorrencia_linha_18386
26352,GO0027351,Priscila Campos,483.365.523-42,SES,cpf_duplicado:primeira_ocorrencia_linha_22633
26353,GO0009156,Leandro Oliveira,374.249.705-16,SES,matricula_duplicada:primeira_ocorrencia_linha_8157
26361,GO0004554,Vanessa Araújo,069.788.517-21,SES,matricula_duplicada:primeira_ocorrencia_linha_3555
26362,GO0002107,Felipe Rocha,671.440.607-00,SES,matricula_duplicada:primeira_ocorrencia_linha_1108
26366,GO0027365,Henrique Melo,702.150.210-53,SES,cpf_duplicado:primeira_ocorrencia_linha_6377
26379,GO0027378,Fernanda Souza,858.360.613-19,SES,cpf_duplicado:primeira_ocorrencia_linha_23572
26393,GO0027392,Lucas Castro,,SES,{'cpf': 'cpf_nulo'}
26396,GO0008862,Patrícia Rocha,766.332.405-31,SES,matricula_duplicada:primeira_ocorrencia_linha_7863
26403,GO0027402,Rafael Ribeiro,777.287.971-64,SES,cpf_duplicado:primeira_ocorrencia_linha_25788
26423,GO0027422,Priscila Borges,, SES,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
26424,GO0027423,Ana Almeida,, SES,{'cpf': 'cpf_nulo'}
26427,GO0027426,Aline Lima,293.526.552-27,SES,cpf_duplicado:primeira_ocorrencia_linha_17232
26434,GO0027433,Juliana Costa,625.755.196-80,SES,cpf_duplicado:primeira_ocorrencia_linha_25974
26438,GO0027437,Carlos Ribeiro,,Ses,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
26444,GO0027443,Alexandre Melo,666.148.383-36,SES,cpf_duplicado:primeira_ocorrencia_linha_13003
26454,GO0027453,Rodrigo Cardoso,,ses,{'cpf': 'cpf_nulo'}
26477,GO0027476,  Ricardo Cavalcanti  ,,SES,{'cpf': 'cpf_nulo'}
26486,GO0027485,Priscila Cavalcanti,436.207.744-98,SES,cpf_duplicado:primeira_ocorrencia_linha_19981
26487,GO0027486,Sandra Campos,397.368.963-40,SES,cpf_duplicado:primeira_ocorrencia_linha_12373
26500,GO0027499,Rafael Costa,,SES,{'cpf': 'cpf_nulo'}
26521,GO0027520,Renata Almeida,, SES,{'cpf': 'cpf_nulo'}
26529,GO0027528,Alexandre Souza,,Ses,{'cpf': 'cpf_nulo'}
26530,GO0027529,Gustavo  Barbosa,,SES ,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
26537,GO0027536,Tatiane Rodrigues,367.110.401-33,SES,cpf_duplicado:primeira_ocorrencia_linha_16070
26547,GO0011200,Camila Moura,299.151.721-77,SES,matricula_duplicada:primeira_ocorrencia_linha_10201
26548,GO0019770,Vanessa Barbosa,923.964.534-69,SES,matricula_duplicada:primeira_ocorrencia_linha_18771
26556,GO0027555,Ricardo Melo,516.145.278-83,SES,cpf_duplicado:primeira_ocorrencia_linha_20823
26571,GO0027570,Priscila Souza,, SES,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
26577,GO0027576,Leandro Pereira,801.405.592-21,SES,cpf_duplicado:primeira_ocorrencia_linha_8620
26588,GO0027587,Lucas Borges,,SES,{'cpf': 'cpf_nulo'}
26597,GO0006303,Renata Almeida,942.914.459-68,SES,matricula_duplicada:primeira_ocorrencia_linha_5304
26610,GO0027609,Lucas Martins,771.515.376-61,SES,cpf_duplicado:primeira_ocorrencia_linha_4538
26628,GO0027627,Simone Oliveira,131.851.992-98,SES,cpf_duplicado:primeira_ocorrencia_linha_24549
26640,GO0027639,Sandra Ferreira,302.431.976-65,SES,cpf_duplicado:primeira_ocorrencia_linha_13658
26667,GO0011152,Alexandre Silva,038.287.075-63,SES,matricula_duplicada:primeira_ocorrencia_linha_10153
26671,GO0027369,Thiago Pereira,,ses,{'cpf': 'cpf_nulo'}
26672,GO0027671,Ana Gomes,878.922.402-05,SES,cpf_duplicado:primeira_ocorrencia_linha_12936
26702,GO0027701,Felipe Moreira,, SES,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
26705,GO0027704,Marcos Nunes,208.172.916-05,SES,cpf_duplicado:primeira_ocorrencia_linha_7583
26720,GO0009162,Marcos Nunes,717.544.862-89,SES,matricula_duplicada:primeira_ocorrencia_linha_8163
26730,GO0027729,Thiago Ferreira,, SES,{'cpf': 'cpf_nulo'}
26734,GO0017671,Mônica Ribeiro,660.225.643-31,SES,matricula_duplicada:primeira_ocorrencia_linha_16672
26735,GO0027734,Ricardo Melo,817.816.281-37,SES,cpf_duplicado:primeira_ocorrencia_linha_21495
26740,GO0027739,Vanessa Rodrigues,,SES ,{'cpf': 'cpf_nulo'}
26748,GO0027747,Rodrigo Melo,,SES ,{'cpf': 'cpf_nulo'}
26780,GO0014961,Beatriz Martins,515.661.029-87,SES,matricula_duplicada:primeira_ocorrencia_linha_13962
26783,GO0004661,Lucas Souza,284.360.314-14,SES,matricula_duplicada:primeira_ocorrencia_linha_3662
26792,GO0027791,JOÃO MARTINS,,ses,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'email': 'email_invalido:joão.martins@@ses.go.gov.br'}"
26809,GO0027808,Aline Costa,569.200.877-22,SES,cpf_duplicado:primeira_ocorrencia_linha_8333
26819,GO0012601,Fernanda Silva,364.103.671-42,SES,matricula_duplicada:primeira_ocorrencia_linha_11602
26833,GO0027832,Thiago Pereira,787.259.118-33,SES,cpf_duplicado:primeira_ocorrencia_linha_10808
26835,GO0027834,Diego Monteiro,851.828.130-06,SES,cpf_duplicado:primeira_ocorrencia_linha_21647
26849,GO0027848,Renata Ferreira,085.077.798-77,SES,cpf_duplicado:primeira_ocorrencia_linha_16272
26852,GO0027851,Ana Campos,305.344.125-78,SES,cpf_duplicado:primeira_ocorrencia_linha_24397
26854,GO0027853,Henrique Carvalho,459.014.027-62,SES,cpf_duplicado:primeira_ocorrencia_linha_10819
26856,GO0020048,Sandra Pereira,736.508.149-30,SES,matricula_duplicada:primeira_ocorrencia_linha_19049
26861,GO0027860,Ana Teixeira,,Ses,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
26868,GO0020246,Ricardo Silva,422.537.619-73,SES,matricula_duplicada:primeira_ocorrencia_linha_19247
26869,GO0006287,Larissa Costa,925.557.186-51,SES,matricula_duplicada:primeira_ocorrencia_linha_5288
26885,GO0027884,Thiago Nascimento,696.063.242-73,SES,cpf_duplicado:primeira_ocorrencia_linha_20612
26902,GO0021778,Marcos Dias,582.619.414-39,SES,matricula_duplicada:primeira_ocorrencia_linha_20779
26903,GO0027902,Tatiane Almeida,472.936.176-84,SES,cpf_duplicado:primeira_ocorrencia_linha_18090
26910,GO0027909,Vinicius Nunes,, SES,{'cpf': 'cpf_nulo'}
26916,GO0015205,Gustavo Martins,587.692.783-22,SES,matricula_duplicada:primeira_ocorrencia_linha_14206
26932,GO0027931,Patrícia Santos,,ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.santos@ses.go.gov.br'}"
26936,GO0027935,Gustavo Campos,169.650.061-91,SES,cpf_duplicado:primeira_ocorrencia_linha_3931
26956,GO0027955,Beatriz Castro,016.661.157-09,SES,cpf_duplicado:primeira_ocorrencia_linha_21547
26963,GO0015349,Renata Nunes,252.381.834-84,SES,matricula_duplicada:primeira_ocorrencia_linha_14350
26965,GO0027964,Eduardo Borges,, SES,{'cpf': 'cpf_nulo'}
26976,GO0017569,Camila Campos,685.425.975-80,SES,matricula_duplicada:primeira_ocorrencia_linha_16570
26984,GO0011323,Aline Barbosa,400.938.720-62,SES,matricula_duplicada:primeira_ocorrencia_linha_10324
26990,GO0027989,Bruno Moura,703.092.624-48,SES,cpf_duplicado:primeira_ocorrencia_linha_15908
26996,GO0027995,Rodrigo Silva,001.113.210-23,SES,cpf_duplicado:primeira_ocorrencia_linha_25367
26998,GO0019881,Felipe Ferreira,155.534.399-02,SES,cpf_duplicado:primeira_ocorrencia_linha_4664
27000,GO0027999,Larissa Nunes,376.316.470-69,SES,cpf_duplicado:primeira_ocorrencia_linha_1494
27014,GO0023983,Maria Rodrigues,223.898.547-24,SES,matricula_duplicada:primeira_ocorrencia_linha_22984
27029,GO0028028,Henrique Campos,556.796.586-88,SES,cpf_duplicado:primeira_ocorrencia_linha_7465
27033,GO0011338,João Ribeiro,543.246.667-73,SES,matricula_duplicada:primeira_ocorrencia_linha_10339
27062,GO0028061,Henrique Nunes,,SES ,{'cpf': 'cpf_nulo'}
27064,GO0028063,Sandra Araújo,744.253.481-53,SES,cpf_duplicado:primeira_ocorrencia_linha_20389
27074,GO0028073,Rodrigo Castro,698.404.458-20,SES,cpf_duplicado:primeira_ocorrencia_linha_14326
27076,GO0028075,Simone Moura,502.622.461-47,SES,cpf_duplicado:primeira_ocorrencia_linha_20826
27103,GO0028102,Rodrigo Gomes,168.246.853-36,SES,cpf_duplicado:primeira_ocorrencia_linha_16678
27115,GO0028114,João Martins,,Ses,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.martins@ses.go.gov.br'}"
27119,GO0028118,Gustavo Lima,812.593.814-53,SES,cpf_duplicado:primeira_ocorrencia_linha_22698
